江西本地,#genre#
鳳凰中文,rtmp://58.200.131.2:1935/livetv/fhzw
鳳凰中文,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
鳳凰中文,http://117.169.119.199:8080/live/fhchinese/index.m3u8
鳳凰資訊,http://117.169.120.160:8080/live/fhzixun/1.m3u8
鳳凰資訊,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8$FJ720P
鳳凰資訊,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
鳳凰衛視,http://117.169.120.138:8080/live/fhzixun/.m3u8
翡翠臺,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=10&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
翡翠臺,http://116.199.5.52:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
翡翠臺,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Fsv_filetype=1&amp;Fsv_ctype=LIVES&amp;Fsv_cid=0&amp;Fsv_chan_hls_se_idx=188&amp;Fsv_rate_id=0&amp;Fsv_SV_PARAM1=0&amp;Fsv_ShiftEnable=0&amp;Fsv_ShiftTsp=0&amp;Provider_id=&amp;Pcontent_id=&amp;Fsv&amp;_res_tag_=video
翡翠臺,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
翡翠臺,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=188&amp;FvSeid=1&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;Provider_id=0&amp;Pcontent_id=8114.m3u8
翡翠臺,http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=188&amp;FvSeid=1&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;Provider_id=&amp;Pcontent_id=.m3u8
翡翠臺,http://116.199.5.52:8114/index.m3u8?FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8&Fsv_chan_hls_se_idx=188
無線新聞,http://www.chahaoquan.com/wz/epg/tvb.php?id=1
無線新聞,http://livetv.dnsfor.me:80/channel.10.m3u8
無線財經,http://livetv.dnsfor.me:80/channel.11.m3u8
無線財經,http://www.chahaoquan.com/wz/epg/tvb.php?id=2
開電視,http://media.fantv.hk/m3u8/archive/channel2.m3u8
開電視,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
開電視,http://livetv.dnsfor.me:80/channel.9.m3u8
TVB翡翠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
TVB翡翠,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=188&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
TVB翡翠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB明珠,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=12&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
TVB明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
明珠臺,http://116.199.5.52:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
明珠臺,http://116.199.5.52:8114/00000000/index.m3u8?&amp;Fsv_ctype=LIVES&amp;Fsv_otype=1&amp;FvSeid=5abd1660af1babb4&amp;Pcontent_id=&amp;Provider_id=&amp;Fsv_chan_hls_se_idx=12
明珠臺,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=12
明珠臺,http://116.199.5.52:8114/00000000/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
凤凰中文,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8$ZJ10M720
凤凰资讯,http://39.134.176.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8$ZJ10M720
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
香港C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
凤凰资讯台,https://player.ggiptv.com/v/ifeng.php?id=1
凤凰资讯台,rtmp://58.200.131.2:1935/livetv/fhzx
凤凰香港台,https://player.ggiptv.com/v/ifeng.php?id=3
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
ViuTV6HD,http://hls.globaliptv.ml/viu96.php
ViuTV1080P,http://61.238.6.49:8000/bysid/99
明珠台HD,http://hls.globaliptv.ml/tvbpearl.php
J2 1080P,http://61.238.6.49:8001/bysid/82
无线新闻1080P,http://61.238.6.49:8001/bysid/83
无线财经资讯台1080P,http://61.238.6.49:8001/bysid/85
無線新聞台(官网),http://ohyeah.gear.host/hktvb.php?id=1
無線財經台(官网),http://ohyeah.gear.host/hktvb.php?id=2
翡翠台 1080P,http://61.238.6.49:8000/bysid/1
ViuTV 1080P,http://hls.globaliptv.ml/viu99.php
ViuTV 6HD,http://61.238.6.49:8000/bysid/96
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
澳视澳门,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8
澳门卫星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳门资讯,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
澳亚卫视,https://live.mastvnet.com/4rlff1m/1024/live.m3u8
澳門葡文,http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳門衛視,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳門衛視,http://61.244.22.5/ch3/ch3.live/playelist.m3u8
澳視MACAU,http://live4.tdm.com.mo/ch3/_definst_/ch3.live/playlist.m3u8
澳視澳門,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳視葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳視葡文,http://live4.tdm.com.mo/ch2/_definst_/ch2.live/playlist.m3u8
澳視衛星,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳視資訊,http://61.244.22.5/ch5/info_ch5.live/master.m3u8
澳亞衛視,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳亞衛視,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=192&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才財經,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
壹新聞,http://stream.nexttv.com.tw/n001/playlist.m3u8
壹新聞,http://stream.nexttv.com.tw/n001/hd/live.m3u8
點掌財經,http://cclive.aniu.tv/live/anzb.m3u8
點掌財經,http://cclive2.aniu.tv/live/anzb.m3u8
東森財經新聞,http://seb.sason.top/sc/dscjxw_fhd.m3u8
華藏衛視,http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
大愛海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
佛陀教育,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist_w891345404.m3u8
鳳凰電影,rtmp://ivi.bupt.edu.cn/livetv/fhdy
鳳凰電影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
鳳凰電影,rtmp://58.200.131.2/livetv/fhdy
探索頻道,rtmp://58.200.131.2:1935/livetv/discovery
探索頻道,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
衛視文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
經典電影,http://tx2play1.douyucdn.cn/85894rmovieChow_4000p.xs?uuid=
Channel,rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
Channel [V],rtmp://58.200.131.2:1935/livetv/channelv
CHC動作電影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC動作電影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
CHC動作電影,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8
CHC高清電影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清電影,rtmp://ivi.bupt.edu.cn:1935/livetv/chchd
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC藍光電影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
WAU 頻道,http://nn2.joj.sk/hls/wau-540.m3u8
Ytv,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/chunklist.m3u8
國家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
雙星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
臺視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
小太陽,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
新視覺HD,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=75&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空體育,rtmp://58.200.131.2:1935/livetv/starsports
星空體育,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
星空衛視,rtmp://58.200.131.2:1935/livetv/startv
星空衛視,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
星空衛視,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空衛視,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空衛視,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=233
星空衛視,http://116.199.5.52:8114/hls/Fsv_chan_hls_se_idx=233&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
星空衛視,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
香港佛陀教育,http://de1.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
中國環球電視,http://live.cgtn.com/1000/prog_index.m3u8

更多频道,https://cdn.jsdelivr.net/gh/vbskycn/iptv@master/img/gengduo2.mp4
